gameId,playId,model
2018090600,75,00
2018090600,75,00
2018090600,75,00
2018090600,75,00
2018090600,75,00
2018090600,889,00
2018090600,889,00
2018090600,889,00
2018090600,889,00
2018090600,1037,00
2018090600,1037,00
2018090600,1037,00
2018090600,1037,00
2018090600,1037,00
2018090600,1680,00
2018090600,1680,00
2018090600,1680,00
2018090600,1680,00
2018090600,1680,00
2018090600,2116,00
2018090600,2116,00
2018090600,2116,00
2018090600,2116,00
2018090600,2116,00
2018090600,3481,00
2018090600,3481,00
2018090600,3481,00
2018090600,3481,00
2018090600,3481,00
2018090900,210,00
2018090900,210,00
2018090900,210,00
2018090900,210,00
2018090900,210,00
2018090900,1906,00
2018090900,1906,00
2018090900,1906,00
2018090900,1906,00
2018090900,1906,00
2018090900,2594,00
2018090900,2594,00
2018090900,2594,00
2018090900,2594,00
2018090900,2732,00
2018090900,2732,00
2018090900,2732,00
2018090900,2732,00
2018090900,2732,00
2018090900,4093,00
2018090900,4093,00
2018090900,4093,00
2018090900,4093,00
2018090900,4093,00
2018090900,4303,00
2018090900,4303,00
2018090900,4303,00
2018090900,4303,00
2018090900,4303,00
2018090900,4596,00
2018090900,4596,00
2018090900,4596,00
2018090900,4596,00
2018090900,4596,00
2018090901,1136,00
2018090901,1136,00
2018090901,1136,00
2018090901,1136,00
2018090901,1136,00
2018090901,1849,00
2018090901,1849,00
2018090901,1849,00
2018090901,1849,00
2018090901,1849,00
2018090901,2324,00
2018090901,2324,00
2018090901,2324,00
2018090901,2324,00
2018090901,2324,00
2018090901,2522,00
2018090901,2522,00
2018090901,2522,00
2018090901,2522,00
2018090901,2522,00
2018090901,2570,00
2018090901,2570,00
2018090901,2570,00
2018090901,2570,00
2018090901,3938,00
2018090901,3938,00
2018090901,3938,00
2018090901,3938,00
2018090901,3938,00
2018090901,4267,00
2018090901,4267,00
2018090901,4267,00
2018090901,4267,00
2018090901,4267,00
2018090901,5005,00
2018090901,5005,00
2018090901,5005,00
2018090901,5005,00
2018090901,5005,00
2018090902,575,00
2018090902,575,00
2018090902,575,00
2018090902,575,00
2018090902,575,00
2018090902,673,00
2018090902,673,00
2018090902,673,00
2018090902,673,00
2018090902,673,00
2018090902,885,00
2018090902,885,00
2018090902,885,00
2018090902,885,00
2018090902,885,00
2018090902,1904,00
2018090902,1904,00
2018090902,1904,00
2018090902,1904,00
2018090902,1904,00
2018090902,1969,00
2018090902,1969,00
2018090902,1969,00
2018090902,1969,00
2018090902,1969,00
2018090902,2505,00
2018090902,2505,00
2018090902,2505,00
2018090902,2505,00
2018090902,2505,00
2018090902,3698,00
2018090902,3698,00
2018090902,3698,00
2018090902,3698,00
2018090902,3698,00
2018090903,451,00
2018090903,451,00
2018090903,451,00
2018090903,451,00
2018090903,451,00
2018090903,791,00
2018090903,791,00
2018090903,791,00
2018090903,791,00
2018090903,791,00
2018090903,878,00
2018090903,878,00
2018090903,878,00
2018090903,878,00
2018090903,878,00
2018090903,3485,00
2018090903,3485,00
2018090903,3485,00
2018090903,3485,00
2018090903,3485,00
2018090905,377,00
2018090905,377,00
2018090905,377,00
2018090905,377,00
2018090905,377,00
2018090905,882,00
2018090905,882,00
2018090905,882,00
2018090905,882,00
2018090905,882,00
2018090905,1138,00
2018090905,1138,00
2018090905,1138,00
2018090905,1138,00
2018090905,1138,00
2018090905,2123,00
2018090905,2123,00
2018090905,2123,00
2018090905,2123,00
